file_name,Número de 44 dígitos,chNFe,xMun,Texto após último ponto e vírgula,vProd
31240302334933000140550010000070761421008587-nfe,31240218269125000187550010006465591391771146,31240302334933000140550010000070761421008587,CARANDAI,BIOHOSP ESTADO,695.10
31240302334933000140550010000070771871682251-nfe,31240260665981000975550010008315571045895168,31240302334933000140550010000070771871682251,CARANDAI,UNIAO ESTADO,1536.00
31240302334933000140550010000070781310081108-nfe,31240205194502000114550010003494031122054409,31240302334933000140550010000070781310081108,CARANDAI,ALFALAGOS ESTADO,1995.12
31240302334933000140550010000070791485787155-nfe,35240231498120000194550010000159181895945693,31240302334933000140550010000070791485787155,CARANAIBA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 35240231498120000194550010000159181895945693 BELLAMED MMH,221.00
31240302334933000140550010000070801591377101-nfe,53240246388662000181550010000009921548091158,31240302334933000140550010000070801591377101,CARANAIBA,FULLFARMA MMH,82.00
31240302334933000140550010000070811104309986-nfe,31240212047164000153550010002008441154121229,31240302334933000140550010000070811104309986,CARANAIBA,GLOBAL ESTADO,1665.00
31240302334933000140550010000070821120105769-nfe,31240260665981000975550010008314241509859648,31240302334933000140550010000070821120105769,CARANAIBA,UNIAO ESTADO,158.40
31240302334933000140550010000070831010991540-nfe,31240205194502000114550010003493851122053712,31240302334933000140550010000070831010991540,CRISTIANO OTONI,ALFALAGOS ESTADO,366.36
31240302334933000140550010000070841621883211-nfe,31240267729178000220550010007772241056443759,31240302334933000140550010000070841621883211,CRISTIANO OTONI,RIOCLARENSE ESTADO,93.60
31240302334933000140550010000070851154741015-nfe,31240267729178000220550010007770161733858642,31240302334933000140550010000070851154741015,CRISTIANO OTONI,RIOCLARENSE ESTADO,230.85
31240302334933000140550010000070861107020100-nfe,31240267729178000220550010007768551598474710,31240302334933000140550010000070861107020100,CAPELA NOVA,RIOCLARENSE ESTADO,719.43
31240302334933000140550010000070871771057874-nfe,31240205194502000114550010003489771122035834,31240302334933000140550010000070871771057874,CAPELA NOVA,ALFALAGOS ESTADO,803.93
31240302334933000140550010000070881832436516-nfe,31240267729178000220550010007768821187077227,31240302334933000140550010000070881832436516,CARANAIBA,RIOCLARENSE ESTADO,473.05
31240302334933000140550010000070891002410430-nfe,31240205194502000114550010003493561122051777,31240302334933000140550010000070891002410430,CARANAIBA,ALFALAGOS ESTADO,1605.69
31240302334933000140550010000070901378714348-nfe,31240267729178000220550010007772421136378544,31240302334933000140550010000070901378714348,CARANDAI,RIOCLARENSE ESTADO,1976.46
31240302334933000140550010000070911321021189-nfe,31240267729178000220550010007763861916292563,31240302334933000140550010000070911321021189,CARANDAI,RIOCLARENSE ESTADO,1937.60
31240302334933000140550010000070921108181929-nfe,31240203945035000191550010002824171009731317,31240302334933000140550010000070921108181929,CARANAIBA,ACACIA ESTADO,603.75
31240302334933000140550010000070931833316743-nfe,31240203945035000191550010002824721009733036,31240302334933000140550010000070931833316743,CARANAIBA,ACACIA ESTADO,232.50
31240302334933000140550010000070941695913145-nfe,31240221681325000157550010002404881978081602,31240302334933000140550010000070941695913145,CARANAIBA,MULTIFARMA ESTADO,199.90
31240302334933000140550010000070951447410647-nfe,35240344734671002286550100003126531365251991,31240302334933000140550010000070951447410647,CARANAIBA,CRISTALIA ESTADO,1850.00
31240302334933000140550010000070961471517887-nfe,31240321681325000157550010002409571015830479,31240302334933000140550010000070961471517887,CARANAIBA,MULTIFARMA ESTADO,204.60
31240302334933000140550010000070971050515540-nfe,31240260665981000975550010008315671414526474,31240302334933000140550010000070971050515540,CRISTIANO OTONI,UNIAO ESTADO,128.00
31240302334933000140550010000070981341132106-nfe,31240267729178000220550010007764401120699143,31240302334933000140550010000070981341132106,CRISTIANO OTONI,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240267729178000220550010007764401120699143 RIOCLARENSE ESTADO,1463.69
31240302334933000140550010000070991527391044-nfe,41240281706251000198550020000145821526443823,31240302334933000140550010000070991527391044,CRISTIANO OTONI,PROMEFARMA ESTADO,1386.00
31240302334933000140550010000071001422371429-nfe,31240202814497000700550200012682521390364496,31240302334933000140550010000071001422371429,CRISTIANO OTONI,CIMED ESTADO,170.00
31240302334933000140550010000071011284979920-nfe,31240212047164000153550010002009931217641526,31240302334933000140550010000071011284979920,CRISTIANO OTONI,GLOBAL ESTADO,1398.60
31240302334933000140550010000071021010315690-nfe,31240226401571000121550010000471501471691143,31240302334933000140550010000071021010315690,CRISTIANO OTONI,TRES PHARMA ESTADO,96.60
31240302334933000140550010000071031439107381-nfe,31240212047164000153550010002008521230132097,31240302334933000140550010000071031439107381,CAPELA NOVA,GLOBAL ESTADO,2664.00
31240302334933000140550010000071041841057021-nfe,31240342799163000126550010001436861734234653,31240302334933000140550010000071041841057021,CARANDAI,BH FARMA ESTADO,334.08
31240302334933000140550010000071051510107878-nfe,31240300874929000140550010005309211481109196,31240302334933000140550010000071051510107878,PAIVA,MEDCENTER ESTADO,705.00
31240302334933000140550010000071061353675120-nfe,31240300874929000140550010005310231273024523,31240302334933000140550010000071061353675120,PAIVA,MEDCENTER ESTADO,211.50
31240302334933000140550010000071071105172621-nfe,53240246388662000181550010000009901360409024,31240302334933000140550010000071071105172621,PAIVA,FULLFARMA MMH,82.00
31240302334933000140550010000071081886891003-nfe,31240267729178000220550010007772221762436848,31240302334933000140550010000071081886891003,PAIVA,RIOCLARENSE ESTADO,187.20
31240302334933000140550010000071091819277525-nfe,31240267729178000220550010007763131236581588,31240302334933000140550010000071091819277525,PAIVA,RIOCLARENSE ESTADO,780.87
31240302334933000140550010000071101017898073-nfe,35240344734671002286550100003127271638259066,31240302334933000140550010000071101017898073,PAIVA,CRISTALIA ESTADO,925.00
31240302334933000140550010000071111979395575-nfe,31240300874929000140550010005311031729963791,31240302334933000140550010000071111979395575,SANTA BARBARA DO TUGURIO,MEDCENTER ESTADO,352.50
31240302334933000140550010000071121473221018-nfe,31240327417234000195550010000041441617619513,31240302334933000140550010000071121473221018,SANTA BARBARA DO TUGURIO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240327417234000195550010000041441617619513 DOMINUS MMH,501.00
31240302334933000140550010000071131744021041-nfe,31240260665981000975550010008329911374919022,31240302334933000140550010000071131744021041,SANTA BARBARA DO TUGURIO,UNIAO ESTADO,512.00
31240302334933000140550010000071141030109795-nfe,31240342799163000126550010001436431730950063,31240302334933000140550010000071141030109795,SANTA BARBARA DO TUGURIO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240342799163000126550010001436431730950063 BH FARMA ESTADO,793.80
31240302334933000140550010000071151196594372-nfe,31240260665981000975550010008330071109231290,31240302334933000140550010000071151196594372,SANTA BARBARA DO TUGURIO,UNIAO ESTADO,396.00
31240302334933000140550010000071161104809188-nfe,35240249324221001690550000000977791623005076,31240302334933000140550010000071161104809188,SANTA BARBARA DO TUGURIO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 35240249324221001690550000000977791623005076 FRESENIUS ESTADO,220.00
31240302334933000140550010000071171241069922-nfe,52240244639493000180550010000044031330495008,31240302334933000140550010000071171241069922,SANTA BARBARA DO TUGURIO,EUGIA ESTADO,309.00
31240302334933000140550010000071181651196778-nfe,31240303945035000191550010002832211009770223,31240302334933000140550010000071181651196778,SANTA BARBARA DO TUGURIO,ACACIA ESTADO,465.00
31240302334933000140550010000071191675659430-nfe,31240218269125000187550010006466401572967666,31240302334933000140550010000071191675659430,SANTA BARBARA DO TUGURIO,BIOHOSP ESTADO,231.70
31240302334933000140550010000071201701204718-nfe,35240344734671002286550100003152931991837220,31240302334933000140550010000071201701204718,SANTA BARBARA DO TUGURIO,CRISTALIA ESTADO,559.00
31240302334933000140550010000071211563801110-nfe,31240303945035000191550010002834591009779083,31240302334933000140550010000071211563801110,SANTA BARBARA DO TUGURIO,ACACIA ESTADO,2687.79
31240302334933000140550010000071221315309611-nfe,31240367729178000220550010007788531481908565,31240302334933000140550010000071221315309611,SANTA BARBARA DO TUGURIO,RIOCLARENSE ESTADO,748.80
31240302334933000140550010000071231177906013-nfe,31240302814497000700550200012705551862609437,31240302334933000140550010000071231177906013,PAIVA,CIMED ESTADO,375.00
31240302334933000140550010000071241102940351-nfe,31240302814497000700550200012719891715276802,31240302334933000140550010000071241102940351,SANTA BARBARA DO TUGURIO,CIMED ESTADO,626.44
31240302334933000140550010000071251106110105-nfe,31240325031668000127550010000642811721843021,31240302334933000140550010000071251106110105,SANTA BARBARA DO TUGURIO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240325031668000127550010000642811721843021 SAMEH ESTADO,1475.09
31240302334933000140550010000071261632508419-nfe,31240267729178000220550010007769541189312240,31240302334933000140550010000071261632508419,RESSAQUINHA,RIOCLARENSE ESTADO,4383.24
31240302334933000140550010000071271494005910-nfe,31240218269125000187550010006465821505783510,31240302334933000140550010000071271494005910,RESSAQUINHA,BIOHOSP ESTADO,339.70
31240302334933000140550010000071281246602312-nfe,41240281706251000198550020000147291215551148,31240302334933000140550010000071281246602312,RESSAQUINHA,PROMEFARMA ESTADO,2310.00
31240302334933000140550010000071291602361080-nfe,31240205194502000114550010003495801122060187,31240302334933000140550010000071291602361080,RESSAQUINHA,ALFALAGOS ESTADO,759.66
31240302334933000140550010000071301110672031-nfe,52240244639493000180550010000044041113315769,31240302334933000140550010000071301110672031,RESSAQUINHA,EUGIA ESTADO,154.50
31240302334933000140550010000071311719554510-nfe,31240260665981000975550010008325261603170504,31240302334933000140550010000071311719554510,RESSAQUINHA,UNIAO ESTADO,316.20
31240302334933000140550010000071321141082524-nfe,31240212047164000153550010002008451601121506,31240302334933000140550010000071321141082524,RESSAQUINHA,GLOBAL ESTADO,3330.00
31240302334933000140550010000071331861322768-nfe,31240303945035000191550010002832201009770218,31240302334933000140550010000071331861322768,RESSAQUINHA,ACACIA ESTADO,465.00
31240302334933000140550010000071341274410101-nfe,31240300874929000140550010005310141124665463,31240302334933000140550010000071341274410101,RESSAQUINHA,MEDCENTER ESTADO,282.00
31240302334933000140550010000071351475427661-nfe,31240303945035000191550010002832921009773798,31240302334933000140550010000071351475427661,RESSAQUINHA,ACACIA ESTADO,383.30
31240302334933000140550010000071361334102402-nfe,31240303945035000191550010002836371009783793,31240302334933000140550010000071361334102402,RESSAQUINHA,ACACIA ESTADO,1987.80
31240302334933000140550010000071371089521565-nfe,35240344734671002286550100003127281473246599,31240302334933000140550010000071371089521565,RESSAQUINHA,CRISTALIA ESTADO,810.05
31240302334933000140550010000071381322790109-nfe,31240302814497000700550200012706161150095721,31240302334933000140550010000071381322790109,ALFREDO VASCONCELOS,CIMED ESTADO,2264.88
31240302334933000140550010000071391792626469-nfe,31240302814497000700550200012722911159517892,31240302334933000140550010000071391792626469,BARBACENA,CIMED ESTADO,850.00
31240302334933000140550010000071401427026105-nfe,31240325031668000127550010000642531997879689,31240302334933000140550010000071401427026105,BARBACENA,SAMEH ESTADO,763.63
31240302334933000140550010000071411842744409-nfe,,31240302334933000140550010000071411842744409,ALFREDO VASCONCELOS,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 312402264015710001215500100004733851964395181 TRES PHARMA ESTADO,427.38
31240302334933000140550010000071421710424196-nfe,32240344152616000153550010000058001434015856,31240302334933000140550010000071421710424196,ANTONIO CARLOS,UP DISTRIBUIDORA,730.00
31240302334933000140550010000071431456849302-nfe,31240300874929000140550010005310091259624650,31240302334933000140550010000071431456849302,ALFREDO VASCONCELOS,MEDCENTER ESTADO,211.50
31240302334933000140550010000071441208346804-nfe,31240300874929000140550010005310281516978140,31240302334933000140550010000071441208346804,ANTONIO CARLOS,MEDCENTER ESTADO,705.00
31240302334933000140550010000071451641094325-nfe,32240240011952000125550010000009441578276613,31240302334933000140550010000071451641094325,ANTONIO CARLOS,VL FARM MMH,192.00
31240302334933000140550010000071461911440708-nfe,32240240011952000125550010000009431558691014,31240302334933000140550010000071461911440708,ANTONIO CARLOS,VL FARMA MMH,768.00
31240302334933000140550010000071471103610481-nfe,31240300874929000140550010005310101486131922,31240302334933000140550010000071471103610481,BARBACENA,MEDCENTER ESTADO,352.50
31240302334933000140550010000071481883105703-nfe,52240249324221002077550010000578441270499858,31240302334933000140550010000071481883105703,BARBACENA,FRESENIUS ESTADO,180.00
31240302334933000140550010000071491387042003-nfe,,31240302334933000140550010000071491387042003,BARBACENA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 352400249324221001690550000000977801213617900 FRESENIUS ESTADO,3960.00
31240302334933000140550010000071501685663651-nfe,35240344734671002286550100003152921403886898,31240302334933000140550010000071501685663651,BARBACENA,CRISTALIA ESTADO,2451.40
31240302334933000140550010000071511437160053-nfe,31240273856593001057550010008078531269787848,31240302334933000140550010000071511437160053,BARBACENA,PRATI ESTADO,16306.41
31240302334933000140550010000071521299768555-nfe,31240229650220000142550010000007631238243181,31240302334933000140550010000071521299768555,BARBACENA,PRO CIRURGICA MMH,194.00
31240302334933000140550010000071531521461101-nfe,31240303945035000191550010002839121009789640,31240302334933000140550010000071531521461101,RESSAQUINHA,ACACIA ESTADO,541.50
31240302334933000140550010000071541213562311-nfe,31240303945035000191550010002838441009788278,31240302334933000140550010000071541213562311,BARBACENA,ACACIA ESTADO,2707.50
31240302334933000140550010000071551610717106-nfe,31240303945035000191550010002833631009775760,31240302334933000140550010000071551610717106,BARBACENA,ACACIA ESTADO,478.95
31240302334933000140550010000071561506967352-nfe,35240344734671002286550100003149751832584535,31240302334933000140550010000071561506967352,CAPELA NOVA,CRISTALIA ESTADO,139.60
31240302334933000140550010000071571368464854-nfe,35240344734671002286550100003152941636776828,31240302334933000140550010000071571368464854,CARANAIBA,CRISTALIA ESTADO,230.00
31240302334933000140550010000071581638106120-nfe,31240273856593001057550010008078731281245050,31240302334933000140550010000071581638106120,CARANDAI,PRATI ESTADO,16169.60
31240302334933000140550010000071591107156972-nfe,35240344734671002286550100003152951716970431,31240302334933000140550010000071591107156972,CARANDAI,CRISTALIA ESTADO,1101.27
31240302334933000140550010000071601334952193-nfe,31240342799163000126550010001437451237562051,31240302334933000140550010000071601334952193,CRISTIANO OTONI,BH FARMA ESTADO,695.40
31240302334933000140550010000071611120106990-nfe,31240300874929000140550010005310131807824872,31240302334933000140550010000071611120106990,CARANDAI,MEDCENTER ESTADO,352.50
31240302334933000140550010000071621488927711-nfe,31240226401571000121550010000474511091055265,31240302334933000140550010000071621488927711,CAPELA NOVA,TRES PHARMA ESTADO,193.20
31240302334933000140550010000071631100089555-nfe,31240302814497000700550200012709781980716680,31240302334933000140550010000071631100089555,CAPELA NOVA,CIMED ESTADO,241.44
31240302334933000140550010000071641533753319-nfe,31240303945035000191550010002833591009775686,31240302334933000140550010000071641533753319,CAPELA NOVA,ACACIA ESTADO,405.00
31240302334933000140550010000071651066611112-nfe,31240300874929000140550010005310211409630310,31240302334933000140550010000071651066611112,CAPELA NOVA,MEDCENTER ESTADO,42.30
31240302334933000140550010000071661753374109-nfe,31240303945035000191550010002838901009788980,31240302334933000140550010000071661753374109,CRISTIANO OTONI,ACACIA ESTADO,216.60
31240302334933000140550010000071671111448810-nfe,31240321681325000157550010002414231109414257,31240302334933000140550010000071671111448810,CARANDAI,MULTIFARMA ESTADO,5481.00
31240302334933000140550010000071681744306613-nfe,31240302814497000700550200012716191485366499,31240302334933000140550010000071681744306613,CARANDAI,CIMED ESTADO,1360.00
31240302334933000140550010000071691277274417-nfe,35240241665545000102550010000012931212127163,31240302334933000140550010000071691277274417,CAPELA NOVA,DNA ESTADO,468.00
31240302334933000140550010000071701809101067-nfe,31240300874929000140550010005316611432249641,31240302334933000140550010000071701809101067,CAPELA NOVA,MEDCENTER ESTADO,84.60
31240302334933000140550010000071711610701033-nfe,31240318269125000187550010006483531919718063,31240302334933000140550010000071711610701033,CRISTIANO OTONI,BIOHOSP,198.90
31240302334933000140550010000071721874110088-nfe,31240102814497000700550200012448941249122981,31240302334933000140550010000071721874110088,CRISTIANO OTONI,CIMED ESTADO,1326.00
31240302334933000140550010000071731241210829-nfe,31240302814497000700550200012705541237156400,31240302334933000140550010000071731241210829,CARANAIBA,CIMED ESTADO,1047.44
31240302334933000140550010000071741719310570-nfe,33240316686340000158550010000011541679391627,31240302334933000140550010000071741719310570,CARANAIBA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 33240316686340000158550010000011541679391627 CRIS BELLA MMH,745.80
31240302334933000140550010000071751196410210-nfe,31240321681325000157550010002416231922476851,31240302334933000140550010000071751196410210,CAPELA NOVA,MULTIFARMA ESTADO,1160.65
31240302334933000140550010000071761123741060-nfe,31240331495759000116550010000080731956217334,31240302334933000140550010000071761123741060,CAPELA NOVA,SIRIO ESTADO,352.38
31240302334933000140550010000071771906355788-nfe,41240276386283000113550010000897341977672144,31240302334933000140550010000071771906355788,CARANAIBA,DIMEVA ESTADO,172.80
31240302334933000140550010000071781508710453-nfe,31240300874929000140550010005309941357410161,31240302334933000140550010000071781508710453,CARANAIBA,MEDCENTER ESTADO,141.00
31240302334933000140550010000071791720132104-nfe,31240303945035000191550010002833611009775730,31240302334933000140550010000071791720132104,CARANAIBA,ACACIA ESTADO,1181.70
31240302334933000140550010000071801533101250-nfe,,31240302334933000140550010000071801533101250,CARANAIBA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 3124032741723400019550010000041451445569570 DOMINUS MMH,81.00
31240302334933000140550010000071811825578100-nfe,31240342799163000126550010001437311391607960,31240302334933000140550010000071811825578100,CARANAIBA,BH FARMA ESTADO,695.40
31240302334933000140550010000071821162017499-nfe,31240102814497000700550200012480781472219788,31240302334933000140550010000071821162017499,CARANDAI,CIMED ESTADO,3324.00
31240302334933000140550010000071831488858272-nfe,31240303945035000191550010002839171009789710,31240302334933000140550010000071831488858272,CARANDAI,ACACIA ESTADO,270.75
31240302334933000140550010000071841876111392-nfe,31240325031668000127550010000646791573225604,31240302334933000140550010000071841876111392,CRISTIANO OTONI,SAMEH ESTADO,565.77
31240302334933000140550010000071851628719894-nfe,31240325031668000127550010000646991721521420,31240302334933000140550010000071851628719894,CARANDAI,SAMEH ESTADO,2231.70
31240302334933000140550010000071861441021629-nfe,31240300874929000140550010005322531185218533,31240302334933000140550010000071861441021629,CARANAIBA,MEDCENTER ESTADO,328.66
31240302334933000140550010000071871231813798-nfe,31240321681325000157550010002416751552702280,31240302334933000140550010000071871231813798,CARANAIBA,MULTIFARMA ESTADO,469.80
31240302334933000140550010000071881093310190-nfe,31240337920081000158550010000089661780504450,31240302334933000140550010000071881093310190,CARANDAI,PONTES E GUEDES ESTADO,147.56
31240302334933000140550010000071891945918691-nfe,31240321681325000157550010002417561442494399,31240302334933000140550010000071891945918691,CARANDAI,MULTIFARMA ESTADO,2207.85
31240302334933000140550010000071901143439130-nfe,41240346586579000117550010000000671571645668,31240302334933000140550010000071901143439130,CARANAIBA,JL BRAGA MMH,3134.72
31240302334933000140550010000071911135103664-nfe,35240344734671002286550100003149761771508297,31240302334933000140550010000071911135103664,SANTANA DO GARAMBEU,CRISTALIA ESTADO,400.00
31240302334933000140550010000071921857533033-nfe,31240325031668000127550010000647781469275542,31240302334933000140550010000071921857533033,SANTA RITA DO IBITIPOCA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240325031668000127550010000647781469275542 SAMEH ESTADO,676.68
31240302334933000140550010000071931609030535-nfe,41240273856593000166550030012133061318541746,31240302334933000140550010000071931609030535,SANTANA DO GARAMBEU,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 41240273856593000166550030012133061318541746 PRATI ESTADO,214.50
31240302334933000140550010000071941510109030-nfe,31240300874929000140550010005322501413513729,31240302334933000140550010000071941510109030,SANTANA DO GARAMBEU,MEDCENTER ESTADO,141.00
31240302334933000140550010000071951212135439-nfe,31240300874929000140550010005310151908785168,31240302334933000140550010000071951212135439,SANTANA DO GARAMBEU,MEDCENTER ESTADO,141.00
31240302334933000140550010000071961074732930-nfe,31240303945035000191550010002833621009775746,31240302334933000140550010000071961074732930,IBERTIOGA,ACACIA ESTADO,957.90
31240302334933000140550010000071971551021104-nfe,31240302814497000700550200012706141838833473,31240302334933000140550010000071971551021104,IBERTIOGA,CIMED ESTADO,835.00
31240302334933000140550010000071981788837834-nfe,31240229650220000142550010000007641278042079,31240302334933000140550010000071981788837834,SANTA RITA DO IBITIPOCA,PRO CIRURGICA MMH,182.00
31240302334933000140550010000071991941033420-nfe,31240226401571000121550010000474321549364305,31240302334933000140550010000071991941033420,SANTA RITA DO IBITIPOCA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240226401571000121550010000474321549364305 TRES PHARMA ESTADO,174.66
31240302334933000140550010000072001910809623-nfe,53240246388662000181550010000009911163668113,31240302334933000140550010000072001910809623,SANTA RITA DO IBITIPOCA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 53240246388662000181550010000009911163668113,82.00
31240302334933000140550010000072011361069372-nfe,31240300874929000140550010005310221370526816,31240302334933000140550010000072011361069372,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,35.24
31240302334933000140550010000072021901190114-nfe,31240327417234000195550010000041461577845326,31240302334933000140550010000072021901190114,SANTA RITA DO IBITIPOCA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240327417234000195550010000041461577845326 DOMINUS MMH,162.00
31240302334933000140550010000072031763798616-nfe,31240303945035000191550010002838921009789000,31240302334933000140550010000072031763798616,SANTANA DO GARAMBEU,ACACIA ESTADO,622.38
31240302334933000140550010000072041515295018-nfe,35240349324221001690550000000984201912747378,31240302334933000140550010000072041515295018,SANTANA DO GARAMBEU,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 35240349324221001690550000000984201912747378 FRESENIUS ESTADO,528.00
31240302334933000140550010000072051377892510-nfe,31240318269125000187550010006483451690407302,31240302334933000140550010000072051377892510,SANTANA DO GARAMBEU,BIOHOSP,3315.00
31240302334933000140550010000072061552107100-nfe,41240346586579000117550010000000661124837721,31240302334933000140550010000072061552107100,SANTA RITA DO IBITIPOCA,JL BRAGA MMH,25.28
31240302334933000140550010000072071108099742-nfe,41240346586579000117550010000000691944262267,31240302334933000140550010000072071108099742,SANTANA DO GARAMBEU,JL BRAGA MMH,6320.00
31240302334933000140550010000072081832494915-nfe,31240321681325000157550010002417031694851206,31240302334933000140550010000072081832494915,IBERTIOGA,MULTIFARMA ESTADO,987.60
31240302334933000140550010000072091106610916-nfe,31240337920081000158550010000089651421970757,31240302334933000140550010000072091106610916,SANTANA DO GARAMBEU,PONTES E GUEDES ESTADO,147.56
31240302334933000140550010000072101992502965-nfe,31240300874929000140550010005322541232629007,31240302334933000140550010000072101992502965,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,131.46
31240302334933000140550010000072111529105105-nfe,35240341665545000102550010000013851213809605,31240302334933000140550010000072111529105105,SANTA RITA DO IBITIPOCA,DNA ESTADO,312.00
31240302334933000140550010000072121153392410-nfe,31240300874929000140550010005316621481109197,31240302334933000140550010000072121153392410,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,35.25
31240302334933000140550010000072131358104260-nfe,31240321189554000159550010000191231802126126,31240302334933000140550010000072131358104260,SANTANA DO GARAMBEU,TS FARMA,845.04
31240302334933000140550010000072141861070173-nfe,41240348368182000184550010000007391102030402,31240302334933000140550010000072141861070173,SANTANA DO GARAMBEU,OUROMED,4244.31
31240302334933000140550010000072151106120916-nfe,31240303945035000191550010002846511009811014,31240302334933000140550010000072151106120916,CIPOTANEA,ACACIA ESTADO,163.70
31240302334933000140550010000072161813806666-nfe,35240344734671002286550100003127251982658451,31240302334933000140550010000072161813806666,CIPOTANEA,CRISTALIA ESTADO,1125.00
31240302334933000140550010000072171675303068-nfe,31240302814497000700550200012705561477482365,31240302334933000140550010000072171675303068,CIPOTANEA,CIMED ESTADO,375.00
31240302334933000140550010000072181427900560-nfe,31240202814497000700550200012682511195991005,31240302334933000140550010000072181427900560,CIPOTANEA,CIMED ESTADO,34.00
31240302334933000140550010000072191701790107-nfe,31240300874929000140550010005310111634720502,31240302334933000140550010000072191701790107,CIPOTANEA,MEDCENTER ESTADO,70.50
31240302334933000140550010000072201861010291-nfe,31240321681325000157550010002417551527644851,31240302334933000140550010000072201861010291,CIPOTANEA,MULTIFARMA ESTADO,1072.10
31240302334933000140550010000072211806026103-nfe,31240300874929000140550010005322551547448235,31240302334933000140550010000072211806026103,CIPOTANEA,MEDCENTER ESTADO,328.66
31240302334933000140550010000072221190023403-nfe,31240342799163000126550010001439551366060262,31240302334933000140550010000072221190023403,CIPOTANEA,BH FARMA ESTADO,1240.90
31240302334933000140550010000072231104262090-nfe,31240325031668000127550010000646851220626266,31240302334933000140550010000072231104262090,CIPOTANEA,SAMEH ESTADO,4561.70
31240302334933000140550010000072241101041286-nfe,31240300874929000140550010005316651098434732,31240302334933000140550010000072241101041286,CIPOTANEA,MEDCENTER ESTADO,70.50
31240302334933000140550010000072251656725809-nfe,31240302814497000700550200012706131769243237,31240302334933000140550010000072251656725809,DESTERRO DO MELO,CIMED ESTADO,1779.50
31240302334933000140550010000072261408222200-nfe,31240327417234000195550010000041471602710970,31240302334933000140550010000072261408222200,DESTERRO DO MELO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240327417234000195550010000041471602710970 DOMINUS MMH,133.00
31240302334933000140550010000072271035291072-nfe,31240300874929000140550010005310121474551543,31240302334933000140550010000072271035291072,DESTERRO DO MELO,MEDCENTER ESTADO,141.00
31240302334933000140550010000072281011327104-nfe,31240367729178000220550010007798241641898190,31240302334933000140550010000072281011327104,DESTERRO DO MELO,RIOCLARENSE ESTADO,208.91
31240302334933000140550010000072291571091413-nfe,31240321681325000157550010002417521019098990,31240302334933000140550010000072291571091413,DESTERRO DO MELO,MULTIFARMA ESTADO,1441.50
31240302334933000140550010000072301171445154-nfe,31240303945035000191550010002846531009811043,31240302334933000140550010000072301171445154,DESTERRO DO MELO,ACACIA ESTADO,1335.56
31240302334933000140550010000072311961104267-nfe,31240325031668000127550010000649811559257221,31240302334933000140550010000072311961104267,DESTERRO DO MELO,SAMEH ESTADO,4273.36
31240302334933000140550010000072321910352104-nfe,31240312927876000167550010002979721005249362,31240302334933000140550010000072321910352104,DESTERRO DO MELO,SOMA ESTADO,7034.78
31240302334933000140550010000072331637047550-nfe,31240373856593001057550010008109641840026666,31240302334933000140550010000072331637047550,DESTERRO DO MELO,PRATI ESTADO,1247.12
31240302334933000140550010000072341900461100-nfe,31240325031668000127550010000655461692491713,31240302334933000140550010000072341900461100,CIPOTANEA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240325031668000127550010000655461692491713 SAMEH ESTADO,57.30
31240302334933000140550010000072351051462317-nfe,31240325031668000127550010000656461958271197,31240302334933000140550010000072351051462317,DESTERRO DO MELO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31240325031668000127550010000656461958271197 SAMEH ESTADO,902.48
31240302334933000140550010000072361510274997-nfe,31240345685588000100550010000009371000019379,31240302334933000140550010000072361510274997,ALFREDO VASCONCELOS,FIGUEROA MMH,1964.20
31240302334933000140550010000072371954246357-nfe,31240325031668000127550010000656501480994566,31240302334933000140550010000072371954246357,ALFREDO VASCONCELOS,SAMEH ESTADO,85.95
31240302334933000140550010000072381706843859-nfe,41240342587791000148550010000023921000089039,31240302334933000140550010000072381706843859,ALFREDO VASCONCELOS,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 41240342587791000148550010000023921000089039 CSMED MMH,300.00
31240302334933000140550010000072391568340250-nfe,31240342799163000126550010001439911253059923,31240302334933000140550010000072391568340250,ALFREDO VASCONCELOS,BH FARMA ESTADO,2582.60
31240302334933000140550010000072401120107010-nfe,31240312927876000167550010002980401005250109,31240302334933000140550010000072401120107010,ALFREDO VASCONCELOS,SOMA ESTADO,5848.48
